epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,0.868779,0.0002,1,1,0.13016,1.667e-05,1.667e-05,1.667e-05
2,1.76512,0.03257,1,1,0.1213,4.95149e-05,4.95149e-05,4.95149e-05
3,2.66492,2e-05,1,1,0.02564,8.16997e-05,8.16997e-05,8.16997e-05
4,3.54617,0.00134,1,1,0.04033,0.000113224,0.000113224,0.000113224
5,4.43846,0.00241,1,1,0.02429,0.000144089,0.000144089,0.000144089
6,5.33844,0.31404,1,1,0.02028,0.000174293,0.000174293,0.000174293
7,6.23019,0.00181,1,1,0.03557,0.000203837,0.000203837,0.000203837
8,7.11415,0.00013,1,1,0.04886,0.000232722,0.000232722,0.000232722
9,7.98963,7e-05,1,1,0.0691,0.000260946,0.000260946,0.000260946
10,8.86972,0.00017,1,1,0.13134,0.000288509,0.000288509,0.000288509
11,9.76157,8e-05,0.75,1,0.20053,0.000315413,0.000315413,0.000315413
12,10.6347,2e-05,0.75,1,0.25876,0.000341657,0.000341657,0.000341657
13,11.5235,0.00033,0.75,1,0.29579,0.00036724,0.00036724,0.00036724
14,12.4024,2e-05,0.75,1,0.34968,0.000392163,0.000392163,0.000392163
15,13.2898,6e-05,0.75,1,0.3376,0.000416427,0.000416427,0.000416427
16,14.183,0.00056,0.75,1,0.42348,0.00044003,0.00044003,0.00044003
17,15.0633,3e-05,0.75,1,0.49656,0.000462973,0.000462973,0.000462973
18,15.9358,0.00272,0.75,1,0.61906,0.000485255,0.000485255,0.000485255
19,16.8046,0.00096,0.75,1,0.70537,0.000506878,0.000506878,0.000506878
20,17.6929,0.00342,0.75,1,0.8659,0.000527841,0.000527841,0.000527841
21,18.5739,0.00169,0.75,1,0.76349,0.000548143,0.000548143,0.000548143
22,19.4533,0.00681,0.75,1,0.88425,0.000567785,0.000567785,0.000567785
23,20.3316,0.00093,0.75,1,0.6061,0.000586767,0.000586767,0.000586767
24,21.2184,5e-05,0.75,1,0.50116,0.000605089,0.000605089,0.000605089
25,22.094,0.00277,1,1,0.15663,0.000622751,0.000622751,0.000622751
26,22.9807,0.00062,0.75,1,0.17426,0.000639753,0.000639753,0.000639753
27,23.8649,5e-05,1,1,0.06273,0.000656095,0.000656095,0.000656095
28,24.7534,0.00174,1,1,0.06273,0.000671776,0.000671776,0.000671776
29,25.6476,0.00137,1,1,0.09668,0.000686797,0.000686797,0.000686797
