epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,0.873203,0.00018,1,1,0.00349,1.667e-05,1.667e-05,1.667e-05
2,1.76944,0.00595,1,1,0.00262,4.95149e-05,4.95149e-05,4.95149e-05
3,2.66926,0.18806,1,1,0.00152,8.16997e-05,8.16997e-05,8.16997e-05
4,3.54208,0.00021,1,1,0.00231,0.000113224,0.000113224,0.000113224
5,4.43254,0.00026,1,1,0.00245,0.000144089,0.000144089,0.000144089
6,5.33068,0.00424,1,1,0.00162,0.000174293,0.000174293,0.000174293
7,6.216,0.00091,1,1,0.00143,0.000203837,0.000203837,0.000203837
8,7.11596,0.00483,1,1,0.00138,0.000232722,0.000232722,0.000232722
9,8.00945,0.00014,1,1,0.00193,0.000260946,0.000260946,0.000260946
10,8.90314,0.00261,1,1,0.00312,0.000288509,0.000288509,0.000288509
11,9.79484,0.00018,1,1,0.00634,0.000315413,0.000315413,0.000315413
12,10.6893,0.00037,1,1,0.00869,0.000341657,0.000341657,0.000341657
13,11.5853,1e-05,1,1,0.00998,0.00036724,0.00036724,0.00036724
14,12.4801,5e-05,1,1,0.0205,0.000392163,0.000392163,0.000392163
15,13.3695,0.02005,1,1,0.02476,0.000416427,0.000416427,0.000416427
16,14.2643,1e-05,1,1,0.04185,0.00044003,0.00044003,0.00044003
17,15.1494,2e-05,1,1,0.09267,0.000462973,0.000462973,0.000462973
18,16.0411,0.01122,0.75,1,0.22961,0.000485255,0.000485255,0.000485255
19,16.933,0.00138,0.75,1,0.41009,0.000506878,0.000506878,0.000506878
20,17.829,0.0002,0.75,1,0.64179,0.000527841,0.000527841,0.000527841
21,18.7284,0.02298,0.75,1,0.47776,0.000548143,0.000548143,0.000548143
22,19.6165,0.11133,0.75,1,0.79547,0.000567785,0.000567785,0.000567785
23,20.5045,0.00095,0.75,1,0.32798,0.000586767,0.000586767,0.000586767
24,21.3949,0.00136,0.75,1,0.23649,0.000605089,0.000605089,0.000605089
25,22.2849,0.06118,1,1,0.10311,0.000622751,0.000622751,0.000622751
26,23.1837,0.0006,0.75,1,0.29545,0.000639753,0.000639753,0.000639753
27,24.0802,0.0001,0.75,1,0.56417,0.000656095,0.000656095,0.000656095
28,24.9689,0.00475,0.75,1,0.56417,0.000671776,0.000671776,0.000671776
29,25.8581,0.00638,0.75,1,0.7514,0.000686797,0.000686797,0.000686797
30,26.757,0.01635,0.75,1,1.24521,0.000701159,0.000701159,0.000701159
31,27.6409,0.02427,0.75,1,1.24521,0.00071486,0.00071486,0.00071486
32,28.5418,0.00183,0.75,1,1.42027,0.000727901,0.000727901,0.000727901
33,29.4337,0.00056,0.75,1,1.51567,0.000740281,0.000740281,0.000740281
34,30.3099,0.00153,0.75,1,1.51567,0.000752002,0.000752002,0.000752002
35,31.2002,0.00227,0.75,1,1.19703,0.000763063,0.000763063,0.000763063
36,32.0938,0.04254,0.75,1,0.81559,0.000773463,0.000773463,0.000773463
37,32.9785,0.00039,0.75,1,0.81559,0.000783203,0.000783203,0.000783203
38,33.8741,0.00028,0.75,1,0.61916,0.000792283,0.000792283,0.000792283
39,34.7695,0.0006,0.75,1,0.33013,0.000800703,0.000800703,0.000800703
40,35.6539,0.01081,0.75,1,0.33013,0.000808463,0.000808463,0.000808463
41,36.5423,0.0002,0.75,1,0.30478,0.000815563,0.000815563,0.000815563
42,37.4325,0.00813,0.75,1,0.19014,0.000822003,0.000822003,0.000822003
43,38.3172,0.07762,0.75,1,0.19014,0.000827782,0.000827782,0.000827782
44,39.2095,0.00644,1,1,0.16576,0.000832902,0.000832902,0.000832902
45,40.0916,0.00033,1,1,0.16576,0.000837361,0.000837361,0.000837361
46,40.9759,0.01127,0.75,1,0.20961,0.00084116,0.00084116,0.00084116
47,41.8561,0.00589,0.75,1,0.20961,0.000844299,0.000844299,0.000844299
48,42.7473,0.00019,1,1,0.10981,0.000846778,0.000846778,0.000846778
49,43.6358,0.01704,1,1,0.10981,0.000848596,0.000848596,0.000848596
50,44.5832,0.02017,1,1,0.10519,0.000849755,0.000849755,0.000849755
51,45.4633,0.00871,1,1,0.10519,0.000841835,0.000841835,0.000841835
52,46.3544,0.00059,1,1,0.10419,0.000825332,0.000825332,0.000825332
53,47.2395,0.00056,1,1,0.10419,0.000808828,0.000808828,0.000808828
54,48.1392,0.00021,1,1,0.08106,0.000792325,0.000792325,0.000792325
55,49.018,0.01651,1,1,0.08106,0.000775822,0.000775822,0.000775822
56,49.9115,0.01821,1,1,0.09172,0.000759318,0.000759318,0.000759318
57,50.7966,0.17455,1,1,0.09172,0.000742815,0.000742815,0.000742815
58,51.6834,0.00708,1,1,0.08636,0.000726312,0.000726312,0.000726312
59,52.5653,0.00024,1,1,0.08636,0.000709809,0.000709809,0.000709809
60,53.4583,0.03003,1,1,0.13906,0.000693305,0.000693305,0.000693305
61,54.3445,0.01906,1,1,0.13906,0.000676802,0.000676802,0.000676802
62,55.2346,0.00014,0.75,1,0.19555,0.000660299,0.000660299,0.000660299
63,56.1166,0.00045,0.75,1,0.19555,0.000643795,0.000643795,0.000643795
64,57.0052,0.00017,0.75,1,0.22048,0.000627292,0.000627292,0.000627292
65,57.8983,0.00017,0.75,1,0.22048,0.000610789,0.000610789,0.000610789
66,58.7953,0.0123,0.75,1,0.44889,0.000594286,0.000594286,0.000594286
67,59.6759,0.16574,0.75,1,0.44889,0.000577782,0.000577782,0.000577782
68,60.5649,0.00139,0.75,1,0.54157,0.000561279,0.000561279,0.000561279
69,61.4497,0.00119,0.75,1,0.54157,0.000544776,0.000544776,0.000544776
70,62.3403,0.19174,0.75,1,0.71009,0.000528272,0.000528272,0.000528272
71,63.227,0.01234,0.75,1,0.71009,0.000511769,0.000511769,0.000511769
72,64.1168,0.17546,0.75,1,1.08672,0.000495266,0.000495266,0.000495266
73,65.0004,0.00929,0.75,1,1.08672,0.000478762,0.000478762,0.000478762
74,65.8945,0.00362,0.75,1,1.14765,0.000462259,0.000462259,0.000462259
75,66.7797,0.00386,0.75,1,1.14765,0.000445756,0.000445756,0.000445756
76,67.6709,0.02177,0.75,1,1.30342,0.000429253,0.000429253,0.000429253
77,68.5558,0.00014,0.75,1,1.30342,0.000412749,0.000412749,0.000412749
78,69.448,0.0015,0.75,1,1.89639,0.000396246,0.000396246,0.000396246
79,70.3288,0.12511,0.75,1,1.89639,0.000379743,0.000379743,0.000379743
80,71.2189,0.00049,0.75,1,2.25496,0.000363239,0.000363239,0.000363239
81,72.0995,5.94282,0.75,1,2.25496,0.000346736,0.000346736,0.000346736
82,72.989,0.00028,0.75,1,2.73374,0.000330233,0.000330233,0.000330233
83,73.8712,0.0001,0.75,1,2.73374,0.000313729,0.000313729,0.000313729
84,74.7599,0.00036,0.75,1,2.63604,0.000297226,0.000297226,0.000297226
85,75.6437,4e-05,0.75,1,2.63604,0.000280723,0.000280723,0.000280723
86,76.5374,3e-05,0.75,1,1.84868,0.00026422,0.00026422,0.00026422
87,77.4223,0.13978,0.75,1,1.84868,0.000247716,0.000247716,0.000247716
88,78.3133,0.00016,0.75,1,1.48885,0.000231213,0.000231213,0.000231213
89,79.1996,0.00016,0.75,1,1.48885,0.00021471,0.00021471,0.00021471
90,80.0895,0.00048,0.75,1,1.53126,0.000198206,0.000198206,0.000198206
91,80.9753,0.00051,0.75,1,1.53126,0.000181703,0.000181703,0.000181703
92,81.8634,0.00053,0.75,1,1.54484,0.0001652,0.0001652,0.0001652
93,82.7485,0.00016,0.75,1,1.54484,0.000148696,0.000148696,0.000148696
94,83.6375,0.02167,0.75,1,1.27328,0.000132193,0.000132193,0.000132193
95,84.5202,0.00053,0.75,1,1.27328,0.00011569,0.00011569,0.00011569
96,85.4074,0.00247,0.75,1,0.68791,9.91865e-05,9.91865e-05,9.91865e-05
97,86.2917,0.00048,0.75,1,0.68791,8.26832e-05,8.26832e-05,8.26832e-05
98,87.185,0.02157,0.75,1,1.15372,6.61799e-05,6.61799e-05,6.61799e-05
99,88.0734,0.00024,0.75,1,1.15372,4.96766e-05,4.96766e-05,4.96766e-05
100,88.9641,0.00014,0.75,1,1.65104,3.31733e-05,3.31733e-05,3.31733e-05
