epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,0.881358,0.0023,0.75,1,0.21334,1.667e-05,1.667e-05,1.667e-05
2,1.78179,4e-05,0.75,1,0.27393,4.95149e-05,4.95149e-05,4.95149e-05
3,2.68283,0.00265,0.75,1,0.28382,8.16997e-05,8.16997e-05,8.16997e-05
4,3.58009,2e-05,0.75,1,0.40052,0.000113224,0.000113224,0.000113224
5,4.48001,0.00236,0.75,1,0.38885,0.000144089,0.000144089,0.000144089
6,5.38218,0.0177,0.75,1,0.30209,0.000174293,0.000174293,0.000174293
7,6.28305,0.02576,0.75,1,0.25708,0.000203837,0.000203837,0.000203837
8,7.1861,0.00058,0.75,1,0.21178,0.000232722,0.000232722,0.000232722
9,8.07815,0.00021,0.75,1,0.23527,0.000260946,0.000260946,0.000260946
10,8.97447,0.0001,0.75,1,0.31753,0.000288509,0.000288509,0.000288509
11,9.88577,7e-05,0.75,1,0.40703,0.000315413,0.000315413,0.000315413
12,10.7846,9e-05,0.75,1,0.4468,0.000341657,0.000341657,0.000341657
13,11.6754,0.00016,0.75,1,0.46689,0.00036724,0.00036724,0.00036724
14,12.5639,0.00586,0.75,1,0.61506,0.000392163,0.000392163,0.000392163
15,13.4552,0.00055,0.75,1,0.6246,0.000416427,0.000416427,0.000416427
16,14.3579,0.00021,0.5,1,0.79506,0.00044003,0.00044003,0.00044003
17,15.2459,0.00059,0.5,1,0.98903,0.000462973,0.000462973,0.000462973
18,16.1364,0.14951,0.5,1,1.22168,0.000485255,0.000485255,0.000485255
19,17.0296,0.00196,0.5,1,0.84353,0.000506878,0.000506878,0.000506878
20,17.9239,0.00033,0.75,1,0.59679,0.000527841,0.000527841,0.000527841
21,18.8183,0.30713,0.75,1,0.30121,0.000548143,0.000548143,0.000548143
22,19.7072,0.14963,0.75,1,0.23744,0.000567785,0.000567785,0.000567785
23,20.5995,0.00089,1,1,0.1077,0.000586767,0.000586767,0.000586767
24,21.4907,8e-05,1,1,0.08934,0.000605089,0.000605089,0.000605089
25,22.3828,0.00122,1,1,0.09088,0.000622751,0.000622751,0.000622751
26,23.2787,0.08176,0.75,1,0.21199,0.000639753,0.000639753,0.000639753
27,24.1724,0.00042,0.75,1,0.30479,0.000656095,0.000656095,0.000656095
28,25.0549,0.02625,0.75,1,0.30479,0.000671776,0.000671776,0.000671776
29,25.95,0.00713,0.75,1,0.4361,0.000686797,0.000686797,0.000686797
30,26.8461,0.00318,0.75,1,0.53752,0.000701159,0.000701159,0.000701159
31,27.7338,0.01157,0.75,1,0.53752,0.00071486,0.00071486,0.00071486
32,28.6292,0.02246,0.5,1,0.67422,0.000727901,0.000727901,0.000727901
33,29.5182,0.00982,0.5,1,1.21671,0.000740281,0.000740281,0.000740281
34,30.4021,0.00034,0.5,1,1.21671,0.000752002,0.000752002,0.000752002
35,31.2897,0.00095,0.5,1,1.50372,0.000763063,0.000763063,0.000763063
36,32.1831,0.08723,0.5,1,1.21876,0.000773463,0.000773463,0.000773463
37,33.0666,4e-05,0.5,1,1.21876,0.000783203,0.000783203,0.000783203
38,33.9526,0,0.5,1,1.23757,0.000792283,0.000792283,0.000792283
39,34.8472,0.00448,0.5,1,1.48799,0.000800703,0.000800703,0.000800703
40,35.7339,0.00513,0.5,1,1.48799,0.000808463,0.000808463,0.000808463
41,36.6234,4e-05,0.5,1,1.62178,0.000815563,0.000815563,0.000815563
42,37.5175,0.00032,0.75,1,1.50961,0.000822003,0.000822003,0.000822003
43,38.405,0.0014,0.75,1,1.50961,0.000827782,0.000827782,0.000827782
44,39.3057,0.03918,0.5,1,1.69944,0.000832902,0.000832902,0.000832902
45,40.2066,0.00012,0.5,1,1.69944,0.000837361,0.000837361,0.000837361
46,41.0886,0.05269,0.75,1,1.54924,0.00084116,0.00084116,0.00084116
47,41.9513,0.00717,0.75,1,1.54924,0.000844299,0.000844299,0.000844299
48,42.8261,0.00398,0.75,1,1.26617,0.000846778,0.000846778,0.000846778
49,43.6938,2.7565,0.75,1,1.26617,0.000848596,0.000848596,0.000848596
50,44.6283,0.02188,0.75,1,1.21631,0.000849755,0.000849755,0.000849755
51,45.4873,0.00361,0.75,1,1.21631,0.000841835,0.000841835,0.000841835
52,46.367,0.00122,0.75,1,1.10606,0.000825332,0.000825332,0.000825332
53,47.2291,0.00163,0.75,1,1.10606,0.000808828,0.000808828,0.000808828
54,48.1107,0.00035,0.75,1,0.78694,0.000792325,0.000792325,0.000792325
55,48.9836,0.00832,0.75,1,0.78694,0.000775822,0.000775822,0.000775822
56,49.8793,0.00077,0.75,1,0.52183,0.000759318,0.000759318,0.000759318
57,50.7545,0.00024,0.75,1,0.52183,0.000742815,0.000742815,0.000742815
58,51.6204,2e-05,0.75,1,0.38553,0.000726312,0.000726312,0.000726312
59,52.5011,0.00137,0.75,1,0.38553,0.000709809,0.000709809,0.000709809
60,53.3941,0.01643,1,1,0.16559,0.000693305,0.000693305,0.000693305
61,54.2804,0.00054,1,1,0.16559,0.000676802,0.000676802,0.000676802
62,55.1759,0.03474,1,1,0.06331,0.000660299,0.000660299,0.000660299
63,56.0676,6e-05,1,1,0.06331,0.000643795,0.000643795,0.000643795
64,56.9637,0.01459,1,1,0.03585,0.000627292,0.000627292,0.000627292
65,57.8467,2e-05,1,1,0.03585,0.000610789,0.000610789,0.000610789
66,58.7285,0.00051,1,1,0.03821,0.000594286,0.000594286,0.000594286
67,59.617,2e-05,1,1,0.03821,0.000577782,0.000577782,0.000577782
68,60.4861,0.01358,0.75,1,0.33573,0.000561279,0.000561279,0.000561279
69,61.3441,0.00047,0.75,1,0.33573,0.000544776,0.000544776,0.000544776
70,62.2056,0.00011,0.75,1,0.73615,0.000528272,0.000528272,0.000528272
71,63.0661,0.00191,0.75,1,0.73615,0.000511769,0.000511769,0.000511769
72,63.9552,9e-05,0.75,1,0.64654,0.000495266,0.000495266,0.000495266
73,64.8412,0.00545,0.75,1,0.64654,0.000478762,0.000478762,0.000478762
74,65.718,9e-05,0.75,1,0.8579,0.000462259,0.000462259,0.000462259
75,66.6019,0.00086,0.75,1,0.8579,0.000445756,0.000445756,0.000445756
76,67.4935,0.00221,0.75,1,0.82753,0.000429253,0.000429253,0.000429253
77,68.3725,2e-05,0.75,1,0.82753,0.000412749,0.000412749,0.000412749
78,69.2656,8e-05,0.75,1,1.21741,0.000396246,0.000396246,0.000396246
79,70.1489,0.15176,0.75,1,1.21741,0.000379743,0.000379743,0.000379743
80,71.0372,0.00011,0.75,1,1.12482,0.000363239,0.000363239,0.000363239
81,71.9193,4.96358,0.75,1,1.12482,0.000346736,0.000346736,0.000346736
82,72.7964,9e-05,0.75,1,1.37726,0.000330233,0.000330233,0.000330233
83,73.679,0.0007,0.75,1,1.37726,0.000313729,0.000313729,0.000313729
84,74.5668,0.01176,0.75,1,1.42415,0.000297226,0.000297226,0.000297226
85,75.4528,0.08239,0.75,1,1.42415,0.000280723,0.000280723,0.000280723
86,76.3277,0.00027,0.75,1,1.10721,0.00026422,0.00026422,0.00026422
