epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,0.87025,0.00053,0.75,1,8.62601,1.667e-05,1.667e-05,1.667e-05
2,1.81307,0.001,0.75,1,8.706,4.95149e-05,4.95149e-05,4.95149e-05
3,2.7395,0.00258,0.75,1,8.8039,8.16997e-05,8.16997e-05,8.16997e-05
4,3.64134,0.00151,0.75,1,7.8791,0.000113224,0.000113224,0.000113224
5,4.55127,0.00015,0.75,1,7.13694,0.000144089,0.000144089,0.000144089
6,5.45355,0,0.75,1,5.81588,0.000174293,0.000174293,0.000174293
7,6.36599,0,0.75,1,5.04862,0.000203837,0.000203837,0.000203837
8,7.28821,0,0.75,1,3.94071,0.000232722,0.000232722,0.000232722
9,8.18713,0,0.75,1,4.13654,0.000260946,0.000260946,0.000260946
10,9.08131,0,0.75,1,4.26241,0.000288509,0.000288509,0.000288509
11,9.97128,0,0.75,1,4.56975,0.000315413,0.000315413,0.000315413
12,10.8648,0,0.75,1,4.85253,0.000341657,0.000341657,0.000341657
13,11.7585,0,0.75,1,4.93765,0.00036724,0.00036724,0.00036724
14,12.6513,0,0.75,1,5.60782,0.000392163,0.000392163,0.000392163
15,13.5453,0,0.75,1,5.09735,0.000416427,0.000416427,0.000416427
16,14.439,0,0.75,1,4.82636,0.00044003,0.00044003,0.00044003
17,15.331,0,0.75,1,5.38286,0.000462973,0.000462973,0.000462973
18,16.2228,0,0.75,1,5.51221,0.000485255,0.000485255,0.000485255
19,17.1188,0,0.75,1,6.1906,0.000506878,0.000506878,0.000506878
20,18.0157,1e-05,0.75,1,6.18749,0.000527841,0.000527841,0.000527841
21,18.9057,0,0.75,1,5.42481,0.000548143,0.000548143,0.000548143
22,19.7975,0,0.75,1,5.86337,0.000567785,0.000567785,0.000567785
23,20.6888,0,0.75,1,5.06073,0.000586767,0.000586767,0.000586767
24,21.5809,0,0.75,1,5.01372,0.000605089,0.000605089,0.000605089
25,22.469,7e-05,0.75,1,4.19148,0.000622751,0.000622751,0.000622751
26,23.3596,0,0.75,1,5.58093,0.000639753,0.000639753,0.000639753
27,24.2478,0,0.75,1,5.32715,0.000656095,0.000656095,0.000656095
28,25.1438,0.00055,0.75,1,5.32715,0.000671776,0.000671776,0.000671776
29,26.0345,0,0.75,1,5.3134,0.000686797,0.000686797,0.000686797
30,26.9304,0,0.75,1,6.10216,0.000701159,0.000701159,0.000701159
31,27.8161,0,0.75,1,6.10216,0.00071486,0.00071486,0.00071486
32,28.7046,0,0.75,1,6.09638,0.000727901,0.000727901,0.000727901
33,29.5963,0,0.75,1,6.28899,0.000740281,0.000740281,0.000740281
34,30.4801,0,0.75,1,6.28899,0.000752002,0.000752002,0.000752002
35,31.3749,0,0.75,1,5.82642,0.000763063,0.000763063,0.000763063
36,32.2681,0,0.75,1,5.42011,0.000773463,0.000773463,0.000773463
37,33.1547,4e-05,0.75,1,5.42011,0.000783203,0.000783203,0.000783203
38,34.0496,0,0.75,1,4.74957,0.000792283,0.000792283,0.000792283
39,34.9396,4e-05,0.75,1,4.05938,0.000800703,0.000800703,0.000800703
40,35.825,0,0.75,1,4.05938,0.000808463,0.000808463,0.000808463
41,36.7119,0,0.75,1,4.04909,0.000815563,0.000815563,0.000815563
42,37.613,0,0.75,1,3.97489,0.000822003,0.000822003,0.000822003
43,38.4929,0,0.75,1,3.97489,0.000827782,0.000827782,0.000827782
44,39.3787,0,0.75,1,3.44646,0.000832902,0.000832902,0.000832902
45,40.2671,0,0.75,1,3.44646,0.000837361,0.000837361,0.000837361
46,41.1558,0,0.75,1,2.99444,0.00084116,0.00084116,0.00084116
47,42.0401,0.31802,0.75,1,2.99444,0.000844299,0.000844299,0.000844299
48,42.9341,0,0.75,1,1.96965,0.000846778,0.000846778,0.000846778
49,43.8223,0,0.75,1,1.96965,0.000848596,0.000848596,0.000848596
50,44.7675,0.42315,0.75,1,3.09157,0.000849755,0.000849755,0.000849755
51,45.6504,0,0.75,1,3.09157,0.000841835,0.000841835,0.000841835
52,46.5397,0,0.75,1,3.5652,0.000825332,0.000825332,0.000825332
53,47.4226,1e-05,0.75,1,3.5652,0.000808828,0.000808828,0.000808828
54,48.3156,0,0.75,1,3.55904,0.000792325,0.000792325,0.000792325
55,49.1971,0.00014,0.75,1,3.55904,0.000775822,0.000775822,0.000775822
56,50.0975,0.00013,0.75,1,4.6154,0.000759318,0.000759318,0.000759318
57,50.9831,0,0.75,1,4.6154,0.000742815,0.000742815,0.000742815
58,51.8705,0,0.75,1,4.77122,0.000726312,0.000726312,0.000726312
59,52.7581,0.02533,0.75,1,4.77122,0.000709809,0.000709809,0.000709809
60,53.6561,0,0.75,1,2.48722,0.000693305,0.000693305,0.000693305
61,54.5416,0,0.75,1,2.48722,0.000676802,0.000676802,0.000676802
62,55.4362,0,0.75,1,1.57814,0.000660299,0.000660299,0.000660299
63,56.3212,0,0.75,1,1.57814,0.000643795,0.000643795,0.000643795
64,57.2178,4e-05,0.75,1,0.55588,0.000627292,0.000627292,0.000627292
65,58.1063,0.00149,0.75,1,0.55588,0.000610789,0.000610789,0.000610789
66,58.9958,0.0754,0.75,1,0.69634,0.000594286,0.000594286,0.000594286
67,59.8808,0,0.75,1,0.69634,0.000577782,0.000577782,0.000577782
68,60.7736,0.0074,0.75,1,0.93955,0.000561279,0.000561279,0.000561279
69,61.6495,0,0.75,1,0.93955,0.000544776,0.000544776,0.000544776
70,62.539,0,0.75,1,1.14452,0.000528272,0.000528272,0.000528272
71,63.4273,6e-05,0.75,1,1.14452,0.000511769,0.000511769,0.000511769
72,64.3184,0.00128,0.75,1,1.21399,0.000495266,0.000495266,0.000495266
73,65.2099,0,0.75,1,1.21399,0.000478762,0.000478762,0.000478762
74,66.104,0.00818,0.75,1,1.50983,0.000462259,0.000462259,0.000462259
75,66.9915,0,0.75,1,1.50983,0.000445756,0.000445756,0.000445756
76,67.8951,0,0.75,1,1.82359,0.000429253,0.000429253,0.000429253
77,68.7749,0,0.75,1,1.82359,0.000412749,0.000412749,0.000412749
78,69.6649,0,0.75,1,2.45783,0.000396246,0.000396246,0.000396246
79,70.5439,0,0.75,1,2.45783,0.000379743,0.000379743,0.000379743
80,71.4429,0.2439,0.75,1,2.96888,0.000363239,0.000363239,0.000363239
81,72.3301,3.62925,0.75,1,2.96888,0.000346736,0.000346736,0.000346736
82,73.2249,0,0.75,1,3.48377,0.000330233,0.000330233,0.000330233
83,74.1077,0,0.75,1,3.48377,0.000313729,0.000313729,0.000313729
