epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,0.868009,0,1,1,0.00066,1.667e-05,1.667e-05,1.667e-05
2,1.7578,0,1,1,0.00022,4.95149e-05,4.95149e-05,4.95149e-05
3,2.64798,0,1,1,0.0001,8.16997e-05,8.16997e-05,8.16997e-05
4,3.53219,0,1,1,0.00036,0.000113224,0.000113224,0.000113224
5,4.41762,3e-05,1,1,0.00109,0.000144089,0.000144089,0.000144089
6,5.30448,0.00151,1,1,0.00021,0.000174293,0.000174293,0.000174293
7,6.18273,0.00058,1,1,7e-05,0.000203837,0.000203837,0.000203837
8,7.06428,8e-05,1,1,4e-05,0.000232722,0.000232722,0.000232722
9,7.93431,0,1,1,8e-05,0.000260946,0.000260946,0.000260946
10,8.80961,0,1,1,0.0002,0.000288509,0.000288509,0.000288509
11,9.68012,0,1,1,0.00133,0.000315413,0.000315413,0.000315413
12,10.5664,0,1,1,0.00166,0.000341657,0.000341657,0.000341657
13,11.4427,0,1,1,0.00252,0.00036724,0.00036724,0.00036724
14,12.3149,0,1,1,0.01332,0.000392163,0.000392163,0.000392163
15,13.1886,0,1,1,0.00565,0.000416427,0.000416427,0.000416427
16,14.0662,0,1,1,0.00784,0.00044003,0.00044003,0.00044003
17,14.9391,0,1,1,0.02317,0.000462973,0.000462973,0.000462973
18,15.8083,0.00013,1,1,0.06321,0.000485255,0.000485255,0.000485255
19,16.6869,1e-05,1,1,0.14062,0.000506878,0.000506878,0.000506878
20,17.5636,0.00015,1,1,0.27187,0.000527841,0.000527841,0.000527841
21,18.4388,0.00189,1,1,0.22619,0.000548143,0.000548143,0.000548143
22,19.3175,1e-05,0.75,1,0.41381,0.000567785,0.000567785,0.000567785
23,20.197,1e-05,1,1,0.13228,0.000586767,0.000586767,0.000586767
24,21.0718,0,1,1,0.1375,0.000605089,0.000605089,0.000605089
25,21.9564,3e-05,1,1,0.09846,0.000622751,0.000622751,0.000622751
26,22.8344,0,0.75,1,0.3931,0.000639753,0.000639753,0.000639753
27,23.7114,0,0.75,1,0.39886,0.000656095,0.000656095,0.000656095
28,24.5838,0.00105,0.75,1,0.39886,0.000671776,0.000671776,0.000671776
29,25.4541,0.0001,0.75,1,0.35578,0.000686797,0.000686797,0.000686797
30,26.324,2e-05,0.75,1,0.31818,0.000701159,0.000701159,0.000701159
31,27.1884,2e-05,0.75,1,0.31818,0.00071486,0.00071486,0.00071486
32,28.0627,0,0.75,1,0.35998,0.000727901,0.000727901,0.000727901
33,28.9305,2e-05,0.75,1,0.49712,0.000740281,0.000740281,0.000740281
34,29.7977,1e-05,0.75,1,0.49712,0.000752002,0.000752002,0.000752002
35,30.6745,0.24128,0.75,1,0.40408,0.000763063,0.000763063,0.000763063
36,31.5538,0.0005,0.75,1,0.57756,0.000773463,0.000773463,0.000773463
37,32.422,0,0.75,1,0.57756,0.000783203,0.000783203,0.000783203
38,33.298,0,0.5,1,1.67576,0.000792283,0.000792283,0.000792283
39,34.1757,1e-05,0.5,1,3.50157,0.000800703,0.000800703,0.000800703
40,35.0466,0.07536,0.5,1,3.50157,0.000808463,0.000808463,0.000808463
41,35.9198,0.0001,0.5,1,4.445,0.000815563,0.000815563,0.000815563
42,36.7937,3e-05,0.5,1,4.18758,0.000822003,0.000822003,0.000822003
43,37.6629,0,0.5,1,4.18758,0.000827782,0.000827782,0.000827782
44,38.5329,3e-05,0.5,1,3.93273,0.000832902,0.000832902,0.000832902
45,39.3966,4e-05,0.5,1,3.93273,0.000837361,0.000837361,0.000837361
46,40.2626,0,0.5,1,2.90492,0.00084116,0.00084116,0.00084116
47,41.1196,0.00198,0.5,1,2.90492,0.000844299,0.000844299,0.000844299
48,41.9901,0.00539,0.75,1,2.61534,0.000846778,0.000846778,0.000846778
49,42.8496,0.08336,0.75,1,2.61534,0.000848596,0.000848596,0.000848596
50,43.7704,0.00023,0.5,1,2.50146,0.000849755,0.000849755,0.000849755
51,44.6323,0.00349,0.5,1,2.50146,0.000841835,0.000841835,0.000841835
52,45.4999,0.00065,0.5,1,2.38126,0.000825332,0.000825332,0.000825332
53,46.3606,0.00146,0.5,1,2.38126,0.000808828,0.000808828,0.000808828
54,47.2381,0.02278,0.5,1,1.3175,0.000792325,0.000792325,0.000792325
55,48.103,0.04603,0.5,1,1.3175,0.000775822,0.000775822,0.000775822
56,48.978,4e-05,0.5,1,1.70638,0.000759318,0.000759318,0.000759318
57,49.8447,0.00064,0.5,1,1.70638,0.000742815,0.000742815,0.000742815
58,50.7086,1e-05,0.75,1,1.23162,0.000726312,0.000726312,0.000726312
59,51.5685,0.00226,0.75,1,1.23162,0.000709809,0.000709809,0.000709809
60,52.4348,0.0001,0.75,1,0.94927,0.000693305,0.000693305,0.000693305
61,53.2934,2e-05,0.75,1,0.94927,0.000676802,0.000676802,0.000676802
62,54.1648,0,0.75,1,0.72514,0.000660299,0.000660299,0.000660299
63,55.0331,7e-05,0.75,1,0.72514,0.000643795,0.000643795,0.000643795
64,55.9097,0.79421,1,1,0.1461,0.000627292,0.000627292,0.000627292
65,56.7952,0.0004,1,1,0.1461,0.000610789,0.000610789,0.000610789
66,57.6913,5e-05,1,1,0.03865,0.000594286,0.000594286,0.000594286
67,58.5643,5e-05,1,1,0.03865,0.000577782,0.000577782,0.000577782
68,59.4565,1e-05,1,1,0.00924,0.000561279,0.000561279,0.000561279
69,60.3474,0.0831,1,1,0.00924,0.000544776,0.000544776,0.000544776
70,61.235,0.66098,1,1,0.00161,0.000528272,0.000528272,0.000528272
71,62.1153,0.00114,1,1,0.00161,0.000511769,0.000511769,0.000511769
72,63.0052,2e-05,1,1,0.00113,0.000495266,0.000495266,0.000495266
73,63.8874,0,1,1,0.00113,0.000478762,0.000478762,0.000478762
74,64.7827,0.0035,1,1,0.00474,0.000462259,0.000462259,0.000462259
75,65.6642,0.00055,1,1,0.00474,0.000445756,0.000445756,0.000445756
76,66.554,0.0008,1,1,0.01207,0.000429253,0.000429253,0.000429253
77,67.4356,0.00076,1,1,0.01207,0.000412749,0.000412749,0.000412749
78,68.3352,3e-05,1,1,0.02321,0.000396246,0.000396246,0.000396246
79,69.215,0.05489,1,1,0.02321,0.000379743,0.000379743,0.000379743
