epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,0.858481,0.00335,1,1,0.05658,1.667e-05,1.667e-05,1.667e-05
2,1.74176,0.01171,1,1,0.04672,4.95149e-05,4.95149e-05,4.95149e-05
3,2.61973,0.0003,1,1,0.06117,8.16997e-05,8.16997e-05,8.16997e-05
4,3.49523,0.00016,1,1,0.04061,0.000113224,0.000113224,0.000113224
5,4.37256,0.00035,1,1,0.04585,0.000144089,0.000144089,0.000144089
6,5.24529,0.00012,1,1,0.02514,0.000174293,0.000174293,0.000174293
7,6.12639,0.00012,1,1,0.01762,0.000203837,0.000203837,0.000203837
8,7.00434,2e-05,1,1,0.01177,0.000232722,0.000232722,0.000232722
9,7.86979,2e-05,1,1,0.01751,0.000260946,0.000260946,0.000260946
10,8.73909,0.0007,1,1,0.00763,0.000288509,0.000288509,0.000288509
11,9.60789,4e-05,1,1,0.00646,0.000315413,0.000315413,0.000315413
12,10.4801,0,1,1,0.01359,0.000341657,0.000341657,0.000341657
13,11.3505,1e-05,1,1,0.01337,0.00036724,0.00036724,0.00036724
14,12.2244,0,1,1,0.02752,0.000392163,0.000392163,0.000392163
15,13.0966,2e-05,1,1,0.01644,0.000416427,0.000416427,0.000416427
16,13.9706,1e-05,1,1,0.01338,0.00044003,0.00044003,0.00044003
17,14.8353,0,1,1,0.01152,0.000462973,0.000462973,0.000462973
18,15.7011,0.00015,1,1,0.0292,0.000485255,0.000485255,0.000485255
19,16.5712,0,1,1,0.04948,0.000506878,0.000506878,0.000506878
20,17.4394,0,1,1,0.0515,0.000527841,0.000527841,0.000527841
21,18.3058,0.00018,1,1,0.03402,0.000548143,0.000548143,0.000548143
22,19.1763,0,1,1,0.08424,0.000567785,0.000567785,0.000567785
23,20.0503,1e-05,1,1,0.02827,0.000586767,0.000586767,0.000586767
24,20.914,1e-05,1,1,0.02524,0.000605089,0.000605089,0.000605089
25,21.7927,0.00069,1,1,0.01266,0.000622751,0.000622751,0.000622751
26,22.6717,0,1,1,0.02907,0.000639753,0.000639753,0.000639753
27,23.5435,0,1,1,0.01332,0.000656095,0.000656095,0.000656095
28,24.4094,0.00022,1,1,0.01332,0.000671776,0.000671776,0.000671776
29,25.2752,0.00021,1,1,0.02343,0.000686797,0.000686797,0.000686797
30,26.1483,0.00013,1,1,0.01785,0.000701159,0.000701159,0.000701159
31,27.0074,0.00435,1,1,0.01785,0.00071486,0.00071486,0.00071486
32,27.8737,0,1,1,0.07032,0.000727901,0.000727901,0.000727901
33,28.7378,2e-05,1,1,0.10399,0.000740281,0.000740281,0.000740281
34,29.5993,0.00644,1,1,0.10399,0.000752002,0.000752002,0.000752002
35,30.4656,0.4197,1,1,0.04202,0.000763063,0.000763063,0.000763063
36,31.3357,1e-05,1,1,0.03553,0.000773463,0.000773463,0.000773463
37,32.2027,0,1,1,0.03553,0.000783203,0.000783203,0.000783203
38,33.0762,0,1,1,0.10445,0.000792283,0.000792283,0.000792283
39,33.9458,2e-05,0.75,1,0.21861,0.000800703,0.000800703,0.000800703
40,34.8041,0.67408,0.75,1,0.21861,0.000808463,0.000808463,0.000808463
41,35.6738,0.00023,0.75,1,0.96912,0.000815563,0.000815563,0.000815563
42,36.5446,0.00427,0.75,1,1.49531,0.000822003,0.000822003,0.000822003
43,37.4068,0.08185,0.75,1,1.49531,0.000827782,0.000827782,0.000827782
44,38.2733,0.91561,0.75,1,1.89076,0.000832902,0.000832902,0.000832902
45,39.1358,0.00159,0.75,1,1.89076,0.000837361,0.000837361,0.000837361
46,39.9976,0,0.75,1,1.48439,0.00084116,0.00084116,0.00084116
47,40.8563,0.08679,0.75,1,1.48439,0.000844299,0.000844299,0.000844299
48,41.7222,0.00225,0.75,1,1.39945,0.000846778,0.000846778,0.000846778
49,42.5808,0.45174,0.75,1,1.39945,0.000848596,0.000848596,0.000848596
50,43.5043,0.97545,0.75,1,1.28614,0.000849755,0.000849755,0.000849755
51,44.3601,2e-05,0.75,1,1.28614,0.000841835,0.000841835,0.000841835
52,45.2316,0.04619,0.75,1,0.32145,0.000825332,0.000825332,0.000825332
53,46.0896,0.0133,0.75,1,0.32145,0.000808828,0.000808828,0.000808828
54,46.9568,0.00223,1,1,0.14096,0.000792325,0.000792325,0.000792325
55,47.8153,1e-05,1,1,0.14096,0.000775822,0.000775822,0.000775822
56,48.6851,0.00014,1,1,0.0809,0.000759318,0.000759318,0.000759318
57,49.5461,3e-05,1,1,0.0809,0.000742815,0.000742815,0.000742815
58,50.4087,0.00047,1,1,0.02996,0.000726312,0.000726312,0.000726312
59,51.2685,0.00014,1,1,0.02996,0.000709809,0.000709809,0.000709809
60,52.1438,0,1,1,0.07888,0.000693305,0.000693305,0.000693305
61,53.0026,0.01666,1,1,0.07888,0.000676802,0.000676802,0.000676802
62,53.8701,0,1,1,0.1065,0.000660299,0.000660299,0.000660299
63,54.7368,1e-05,1,1,0.1065,0.000643795,0.000643795,0.000643795
64,55.6028,0.04345,1,1,0.15706,0.000627292,0.000627292,0.000627292
65,56.4649,0.00242,1,1,0.15706,0.000610789,0.000610789,0.000610789
66,57.3331,0.00047,1,1,0.13758,0.000594286,0.000594286,0.000594286
67,58.1942,0.00107,1,1,0.13758,0.000577782,0.000577782,0.000577782
68,59.0631,0.00502,1,1,0.07622,0.000561279,0.000561279,0.000561279
69,59.9249,5e-05,1,1,0.07622,0.000544776,0.000544776,0.000544776
70,60.796,0.00015,1,1,0.08098,0.000528272,0.000528272,0.000528272
71,61.6696,7e-05,1,1,0.08098,0.000511769,0.000511769,0.000511769
72,62.5431,0.00044,1,1,0.02799,0.000495266,0.000495266,0.000495266
73,63.4089,0,1,1,0.02799,0.000478762,0.000478762,0.000478762
74,64.277,0.00061,1,1,0.00961,0.000462259,0.000462259,0.000462259
75,65.1379,0.06094,1,1,0.00961,0.000445756,0.000445756,0.000445756
76,66.0002,0.01889,1,1,0.01786,0.000429253,0.000429253,0.000429253
77,66.8582,0.00216,1,1,0.01786,0.000412749,0.000412749,0.000412749
78,67.726,0.00146,1,1,0.08607,0.000396246,0.000396246,0.000396246
79,68.5845,0.02374,1,1,0.08607,0.000379743,0.000379743,0.000379743
80,69.4549,0.0001,1,1,0.13345,0.000363239,0.000363239,0.000363239
81,70.3193,7.77686,1,1,0.13345,0.000346736,0.000346736,0.000346736
82,71.1889,2e-05,0.75,1,0.43704,0.000330233,0.000330233,0.000330233
83,72.0486,0.00041,0.75,1,0.43704,0.000313729,0.000313729,0.000313729
84,72.9143,1e-05,1,1,0.18901,0.000297226,0.000297226,0.000297226
85,73.7779,0.00015,1,1,0.18901,0.000280723,0.000280723,0.000280723
86,74.6592,0.00047,1,1,0.08003,0.00026422,0.00026422,0.00026422
87,75.5165,0.00012,1,1,0.08003,0.000247716,0.000247716,0.000247716
88,76.3814,9e-05,1,1,0.03924,0.000231213,0.000231213,0.000231213
89,77.2452,4e-05,1,1,0.03924,0.00021471,0.00021471,0.00021471
90,78.1109,0.0002,1,1,0.05002,0.000198206,0.000198206,0.000198206
91,78.9784,4e-05,1,1,0.05002,0.000181703,0.000181703,0.000181703
92,79.8972,0.00297,1,1,0.04898,0.0001652,0.0001652,0.0001652
93,80.7694,0.00135,1,1,0.04898,0.000148696,0.000148696,0.000148696
94,81.6489,0.00287,1,1,0.03669,0.000132193,0.000132193,0.000132193
