epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,0.869092,0.00087,1,1,0.15657,1.667e-05,1.667e-05,1.667e-05
2,1.76964,0.73106,0.75,1,0.56264,4.95149e-05,4.95149e-05,4.95149e-05
3,2.66689,0,0.75,1,0.43545,8.16997e-05,8.16997e-05,8.16997e-05
4,3.56131,2e-05,0.75,1,0.61602,0.000113224,0.000113224,0.000113224
5,4.46111,0.00097,0.75,1,0.5625,0.000144089,0.000144089,0.000144089
6,5.35988,0.00032,0.75,1,0.50402,0.000174293,0.000174293,0.000174293
7,6.26197,0.00034,0.75,1,0.55969,0.000203837,0.000203837,0.000203837
8,7.17018,0.00011,0.75,1,0.69672,0.000232722,0.000232722,0.000232722
9,8.07644,2e-05,0.75,1,0.71002,0.000260946,0.000260946,0.000260946
10,8.96866,0,0.75,1,0.90727,0.000288509,0.000288509,0.000288509
11,9.85727,0,0.75,1,0.9831,0.000315413,0.000315413,0.000315413
12,10.7472,1e-05,0.75,1,1.38946,0.000341657,0.000341657,0.000341657
13,11.6393,2e-05,0.75,1,1.24598,0.00036724,0.00036724,0.00036724
14,12.5311,0,0.75,1,1.36062,0.000392163,0.000392163,0.000392163
15,13.4227,1e-05,0.75,1,1.15644,0.000416427,0.000416427,0.000416427
16,14.3107,0,0.75,1,1.72233,0.00044003,0.00044003,0.00044003
17,15.202,0,0.75,1,1.58366,0.000462973,0.000462973,0.000462973
18,16.0981,0,0.75,1,1.43861,0.000485255,0.000485255,0.000485255
19,16.9919,2e-05,0.75,1,1.92071,0.000506878,0.000506878,0.000506878
20,17.8919,1e-05,0.75,1,2.58832,0.000527841,0.000527841,0.000527841
21,18.7851,1e-05,0.75,1,2.21727,0.000548143,0.000548143,0.000548143
22,19.6746,0,0.75,1,2.70419,0.000567785,0.000567785,0.000567785
23,20.5687,0.00162,0.75,1,2.24769,0.000586767,0.000586767,0.000586767
24,21.4761,0,0.75,1,2.05052,0.000605089,0.000605089,0.000605089
25,22.3676,0.00015,0.75,1,1.76772,0.000622751,0.000622751,0.000622751
26,23.2662,0,0.75,1,2.18839,0.000639753,0.000639753,0.000639753
27,24.1647,2e-05,0.75,1,1.96238,0.000656095,0.000656095,0.000656095
28,25.0594,0,0.75,1,1.96238,0.000671776,0.000671776,0.000671776
29,25.9568,0.00031,0.75,1,2.25399,0.000686797,0.000686797,0.000686797
30,26.8664,0.00414,0.75,1,2.28655,0.000701159,0.000701159,0.000701159
31,27.7537,3e-05,0.75,1,2.28655,0.00071486,0.00071486,0.00071486
32,28.646,0,0.75,1,2.40354,0.000727901,0.000727901,0.000727901
33,29.5446,1e-05,0.75,1,2.42574,0.000740281,0.000740281,0.000740281
34,30.4341,0,0.75,1,2.42574,0.000752002,0.000752002,0.000752002
35,31.323,0.00016,0.75,1,2.03452,0.000763063,0.000763063,0.000763063
36,32.2241,0,0.75,1,1.50329,0.000773463,0.000773463,0.000773463
37,33.1057,0,0.75,1,1.50329,0.000783203,0.000783203,0.000783203
38,33.9982,0,0.75,1,1.80802,0.000792283,0.000792283,0.000792283
39,34.8953,0,0.75,1,1.72512,0.000800703,0.000800703,0.000800703
40,35.7846,1e-05,0.75,1,1.72512,0.000808463,0.000808463,0.000808463
41,36.7193,1e-05,0.75,1,1.85776,0.000815563,0.000815563,0.000815563
42,37.6224,1e-05,0.75,1,1.52556,0.000822003,0.000822003,0.000822003
43,38.5097,0,0.75,1,1.52556,0.000827782,0.000827782,0.000827782
44,39.3976,1e-05,0.75,1,1.66794,0.000832902,0.000832902,0.000832902
45,40.28,0.00513,0.75,1,1.66794,0.000837361,0.000837361,0.000837361
46,41.1631,1e-05,0.75,1,1.92532,0.00084116,0.00084116,0.00084116
47,42.047,0,0.75,1,1.92532,0.000844299,0.000844299,0.000844299
48,42.9374,0.0001,0.75,1,3.17169,0.000846778,0.000846778,0.000846778
49,43.8182,1e-05,0.75,1,3.17169,0.000848596,0.000848596,0.000848596
50,44.7622,1e-05,0.75,1,4.02415,0.000849755,0.000849755,0.000849755
